Year,Trade Flow Code(1=import),,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Trade Value (US$)
2014,1,import,276,Germany,DEU,586,Pakistan,PAK,7,Edible vegetables and certain roots and tubers,807859
2014,2,export,276,Germany,DEU,586,Pakistan,PAK,7,Edible vegetables and certain roots and tubers,929854
2014,1,import,276,Germany,DEU,591,Panama,PAN,7,Edible vegetables and certain roots and tubers,110211
2014,2,export,276,Germany,DEU,591,Panama,PAN,7,Edible vegetables and certain roots and tubers,279776
2014,1,import,276,Germany,DEU,598,Papua New Guinea,PNG,7,Edible vegetables and certain roots and tubers,901
2014,1,import,276,Germany,DEU,600,Paraguay,PRY,7,Edible vegetables and certain roots and tubers,40696
2014,1,import,276,Germany,DEU,604,Peru,PER,7,Edible vegetables and certain roots and tubers,24165717
2014,2,export,276,Germany,DEU,604,Peru,PER,7,Edible vegetables and certain roots and tubers,173775
2014,1,import,276,Germany,DEU,608,Philippines,PHL,7,Edible vegetables and certain roots and tubers,15675
2014,2,export,276,Germany,DEU,608,Philippines,PHL,7,Edible vegetables and certain roots and tubers,1821656
2014,1,import,276,Germany,DEU,616,Poland,POL,7,Edible vegetables and certain roots and tubers,269195158
2014,2,export,276,Germany,DEU,616,Poland,POL,7,Edible vegetables and certain roots and tubers,88313803
2014,1,import,276,Germany,DEU,620,Portugal,PRT,7,Edible vegetables and certain roots and tubers,14770162
2014,2,export,276,Germany,DEU,620,Portugal,PRT,7,Edible vegetables and certain roots and tubers,5118635
2014,1,import,276,Germany,DEU,634,Qatar,QAT,7,Edible vegetables and certain roots and tubers,1770
2014,2,export,276,Germany,DEU,634,Qatar,QAT,7,Edible vegetables and certain roots and tubers,2878
2014,1,import,276,Germany,DEU,642,Romania,ROU,7,Edible vegetables and certain roots and tubers,9797620
2014,2,export,276,Germany,DEU,642,Romania,ROU,7,Edible vegetables and certain roots and tubers,8189915
2014,1,import,276,Germany,DEU,643,Russian Federation,RUS,7,Edible vegetables and certain roots and tubers,12814931
2014,2,export,276,Germany,DEU,643,Russian Federation,RUS,7,Edible vegetables and certain roots and tubers,11486090
2014,2,export,276,Germany,DEU,682,Saudi Arabia,SAU,7,Edible vegetables and certain roots and tubers,2318899
2014,1,import,276,Germany,DEU,686,Senegal,SEN,7,Edible vegetables and certain roots and tubers,6923891
2014,2,export,276,Germany,DEU,686,Senegal,SEN,7,Edible vegetables and certain roots and tubers,49578
2014,1,import,276,Germany,DEU,688,Serbia,SRB,7,Edible vegetables and certain roots and tubers,9160086
2014,2,export,276,Germany,DEU,688,Serbia,SRB,7,Edible vegetables and certain roots and tubers,6309121
2014,2,export,276,Germany,DEU,690,Seychelles,SYC,7,Edible vegetables and certain roots and tubers,21470
2014,2,export,276,Germany,DEU,694,Sierra Leone,SLE,7,Edible vegetables and certain roots and tubers,2258
2014,1,import,276,Germany,DEU,699,India,IND,7,Edible vegetables and certain roots and tubers,28766234
2014,2,export,276,Germany,DEU,699,India,IND,7,Edible vegetables and certain roots and tubers,678985
2014,1,import,276,Germany,DEU,702,Singapore,SGP,7,Edible vegetables and certain roots and tubers,845482
2014,2,export,276,Germany,DEU,702,Singapore,SGP,7,Edible vegetables and certain roots and tubers,638876
2014,1,import,276,Germany,DEU,703,Slovakia,SVK,7,Edible vegetables and certain roots and tubers,617390
2014,2,export,276,Germany,DEU,703,Slovakia,SVK,7,Edible vegetables and certain roots and tubers,7879660
2014,1,import,276,Germany,DEU,704,Viet Nam,VNM,7,Edible vegetables and certain roots and tubers,1751508
2014,2,export,276,Germany,DEU,704,Viet Nam,VNM,7,Edible vegetables and certain roots and tubers,544592
2014,1,import,276,Germany,DEU,705,Slovenia,SVN,7,Edible vegetables and certain roots and tubers,3686907
2014,2,export,276,Germany,DEU,705,Slovenia,SVN,7,Edible vegetables and certain roots and tubers,4770822
2014,1,import,276,Germany,DEU,710,South Africa,ZAF,7,Edible vegetables and certain roots and tubers,4619760
2014,2,export,276,Germany,DEU,710,South Africa,ZAF,7,Edible vegetables and certain roots and tubers,2344145
2014,1,import,276,Germany,DEU,716,Zimbabwe,ZWE,7,Edible vegetables and certain roots and tubers,1768057
2014,2,export,276,Germany,DEU,716,Zimbabwe,ZWE,7,Edible vegetables and certain roots and tubers,81
2014,1,import,276,Germany,DEU,724,Spain,ESP,7,Edible vegetables and certain roots and tubers,1640104379
2014,2,export,276,Germany,DEU,724,Spain,ESP,7,Edible vegetables and certain roots and tubers,20351027
2014,2,export,276,Germany,DEU,729,Sudan,SDN,7,Edible vegetables and certain roots and tubers,2421
2014,1,import,276,Germany,DEU,740,Suriname,SUR,7,Edible vegetables and certain roots and tubers,50
2014,1,import,276,Germany,DEU,748,Swaziland,SWZ,7,Edible vegetables and certain roots and tubers,246
2014,1,import,276,Germany,DEU,752,Sweden,SWE,7,Edible vegetables and certain roots and tubers,6711720
2014,2,export,276,Germany,DEU,752,Sweden,SWE,7,Edible vegetables and certain roots and tubers,42871665
2014,1,import,276,Germany,DEU,757,Switzerland,CHE,7,Edible vegetables and certain roots and tubers,1787405
2014,2,export,276,Germany,DEU,757,Switzerland,CHE,7,Edible vegetables and certain roots and tubers,54005416
2014,1,import,276,Germany,DEU,760,Syria,SYR,7,Edible vegetables and certain roots and tubers,2247
2014,2,export,276,Germany,DEU,760,Syria,SYR,7,Edible vegetables and certain roots and tubers,287682
2014,1,import,276,Germany,DEU,764,Thailand,THA,7,Edible vegetables and certain roots and tubers,5882826
2014,2,export,276,Germany,DEU,764,Thailand,THA,7,Edible vegetables and certain roots and tubers,3056977
2014,1,import,276,Germany,DEU,768,Togo,TGO,7,Edible vegetables and certain roots and tubers,393
2014,2,export,276,Germany,DEU,768,Togo,TGO,7,Edible vegetables and certain roots and tubers,173
2014,2,export,276,Germany,DEU,780,Trinidad and Tobago,TTO,7,Edible vegetables and certain roots and tubers,3745
2014,1,import,276,Germany,DEU,784,United Arab Emirates,ARE,7,Edible vegetables and certain roots and tubers,176112
2014,2,export,276,Germany,DEU,784,United Arab Emirates,ARE,7,Edible vegetables and certain roots and tubers,1495420
2014,1,import,276,Germany,DEU,788,Tunisia,TUN,7,Edible vegetables and certain roots and tubers,2538556
2014,1,import,276,Germany,DEU,792,Turkey,TUR,7,Edible vegetables and certain roots and tubers,76223287
2014,2,export,276,Germany,DEU,792,Turkey,TUR,7,Edible vegetables and certain roots and tubers,7432885
2014,1,import,276,Germany,DEU,795,Turkmenistan,TKM,7,Edible vegetables and certain roots and tubers,296
2014,2,export,276,Germany,DEU,795,Turkmenistan,TKM,7,Edible vegetables and certain roots and tubers,7313
2014,1,import,276,Germany,DEU,800,Uganda,UGA,7,Edible vegetables and certain roots and tubers,784363
2014,1,import,276,Germany,DEU,804,Ukraine,UKR,7,Edible vegetables and certain roots and tubers,3736161
2014,2,export,276,Germany,DEU,804,Ukraine,UKR,7,Edible vegetables and certain roots and tubers,4454455
2014,1,import,276,Germany,DEU,807,TFYR of Macedonia,MKD,7,Edible vegetables and certain roots and tubers,3169669
2014,2,export,276,Germany,DEU,807,TFYR of Macedonia,MKD,7,Edible vegetables and certain roots and tubers,298757
2014,1,import,276,Germany,DEU,818,Egypt,EGY,7,Edible vegetables and certain roots and tubers,78195668
2014,2,export,276,Germany,DEU,818,Egypt,EGY,7,Edible vegetables and certain roots and tubers,2388213
2014,1,import,276,Germany,DEU,826,United Kingdom,GBR,7,Edible vegetables and certain roots and tubers,25594668
2014,2,export,276,Germany,DEU,826,United Kingdom,GBR,7,Edible vegetables and certain roots and tubers,42255593
2014,1,import,276,Germany,DEU,834,United Rep. of Tanzania,TZA,7,Edible vegetables and certain roots and tubers,860435
2014,2,export,276,Germany,DEU,834,United Rep. of Tanzania,TZA,7,Edible vegetables and certain roots and tubers,4048
2014,2,export,276,Germany,DEU,837,Bunkers,,7,Edible vegetables and certain roots and tubers,2869130
2014,1,import,276,Germany,DEU,842,USA,USA,7,Edible vegetables and certain roots and tubers,32771580
2014,2,export,276,Germany,DEU,842,USA,USA,7,Edible vegetables and certain roots and tubers,16977147
2014,1,import,276,Germany,DEU,858,Uruguay,URY,7,Edible vegetables and certain roots and tubers,1634
2014,2,export,276,Germany,DEU,858,Uruguay,URY,7,Edible vegetables and certain roots and tubers,94305
2014,1,import,276,Germany,DEU,860,Uzbekistan,UZB,7,Edible vegetables and certain roots and tubers,858835
2014,2,export,276,Germany,DEU,862,Venezuela,VEN,7,Edible vegetables and certain roots and tubers,779014
2014,2,export,276,Germany,DEU,887,Yemen,YEM,7,Edible vegetables and certain roots and tubers,1263
2014,1,import,276,Germany,DEU,894,Zambia,ZMB,7,Edible vegetables and certain roots and tubers,1102530
2014,2,export,276,Germany,DEU,894,Zambia,ZMB,7,Edible vegetables and certain roots and tubers,465
2014,1,import,392,Japan,JPN,32,Argentina,ARG,7,Edible vegetables and certain roots and tubers,1522075
2014,1,import,392,Japan,JPN,36,Australia,AUS,7,Edible vegetables and certain roots and tubers,23140509
2014,2,export,392,Japan,JPN,36,Australia,AUS,7,Edible vegetables and certain roots and tubers,16421
2014,1,import,392,Japan,JPN,40,Austria,AUT,7,Edible vegetables and certain roots and tubers,187501
2014,2,export,392,Japan,JPN,40,Austria,AUT,7,Edible vegetables and certain roots and tubers,4561
2014,2,export,392,Japan,JPN,48,Bahrain,BHR,7,Edible vegetables and certain roots and tubers,23976
2014,1,import,392,Japan,JPN,50,Bangladesh,BGD,7,Edible vegetables and certain roots and tubers,7941
2014,1,import,392,Japan,JPN,56,Belgium,BEL,7,Edible vegetables and certain roots and tubers,5058977
2014,1,import,392,Japan,JPN,64,Bhutan,BTN,7,Edible vegetables and certain roots and tubers,143436
2014,1,import,392,Japan,JPN,68,Bolivia (Plurinational State of),BOL,7,Edible vegetables and certain roots and tubers,509920
2014,1,import,392,Japan,JPN,70,Bosnia Herzegovina,BIH,7,Edible vegetables and certain roots and tubers,2004
2014,1,import,392,Japan,JPN,76,Brazil,BRA,7,Edible vegetables and certain roots and tubers,275631
2014,2,export,392,Japan,JPN,76,Brazil,BRA,7,Edible vegetables and certain roots and tubers,9009
2014,1,import,392,Japan,JPN,100,Bulgaria,BGR,7,Edible vegetables and certain roots and tubers,810766
2014,1,import,392,Japan,JPN,104,Myanmar,MMR,7,Edible vegetables and certain roots and tubers,19039647
2014,2,export,392,Japan,JPN,104,Myanmar,MMR,7,Edible vegetables and certain roots and tubers,3258
2014,1,import,392,Japan,JPN,112,Belarus,BLR,7,Edible vegetables and certain roots and tubers,4850
2014,1,import,392,Japan,JPN,116,Cambodia,KHM,7,Edible vegetables and certain roots and tubers,2089
2014,1,import,392,Japan,JPN,124,Canada,CAN,7,Edible vegetables and certain roots and tubers,34037132
2014,2,export,392,Japan,JPN,124,Canada,CAN,7,Edible vegetables and certain roots and tubers,34552
2014,1,import,392,Japan,JPN,144,Sri Lanka,LKA,7,Edible vegetables and certain roots and tubers,167355
2014,1,import,392,Japan,JPN,152,Chile,CHL,7,Edible vegetables and certain roots and tubers,11162357
2014,1,import,392,Japan,JPN,156,China,CHN,7,Edible vegetables and certain roots and tubers,1425749392
2014,2,export,392,Japan,JPN,156,China,CHN,7,Edible vegetables and certain roots and tubers,100294
2014,1,import,392,Japan,JPN,170,Colombia,COL,7,Edible vegetables and certain roots and tubers,705240
2014,1,import,392,Japan,JPN,191,Croatia,HRV,7,Edible vegetables and certain roots and tubers,4803
2014,2,export,392,Japan,JPN,191,Croatia,HRV,7,Edible vegetables and certain roots and tubers,7630
2014,2,export,392,Japan,JPN,203,Czechia,CZE,7,Edible vegetables and certain roots and tubers,4533
2014,1,import,392,Japan,JPN,218,Ecuador,ECU,7,Edible vegetables and certain roots and tubers,32202593
2014,1,import,392,Japan,JPN,231,Ethiopia,ETH,7,Edible vegetables and certain roots and tubers,59409
2014,1,import,392,Japan,JPN,251,France,FRA,7,Edible vegetables and certain roots and tubers,8443878
2014,2,export,392,Japan,JPN,251,France,FRA,7,Edible vegetables and certain roots and tubers,34939
2014,1,import,392,Japan,JPN,276,Germany,DEU,7,Edible vegetables and certain roots and tubers,754079
2014,2,export,392,Japan,JPN,276,Germany,DEU,7,Edible vegetables and certain roots and tubers,20000
2014,2,export,392,Japan,JPN,316,Guam,GUM,7,Edible vegetables and certain roots and tubers,2484
2014,1,import,392,Japan,JPN,320,Guatemala,GTM,7,Edible vegetables and certain roots and tubers,2690901
2014,1,import,392,Japan,JPN,344,"China, Hong Kong SAR",HKG,7,Edible vegetables and certain roots and tubers,20562
2014,2,export,392,Japan,JPN,344,"China, Hong Kong SAR",HKG,7,Edible vegetables and certain roots and tubers,6053955
2014,1,import,392,Japan,JPN,348,Hungary,HUN,7,Edible vegetables and certain roots and tubers,324395
2014,1,import,392,Japan,JPN,360,Indonesia,IDN,7,Edible vegetables and certain roots and tubers,14818597
2014,2,export,392,Japan,JPN,360,Indonesia,IDN,7,Edible vegetables and certain roots and tubers,63721
2014,1,import,392,Japan,JPN,364,Iran,IRN,7,Edible vegetables and certain roots and tubers,3366
2014,1,import,392,Japan,JPN,376,Israel,ISR,7,Edible vegetables and certain roots and tubers,61092
2014,1,import,392,Japan,JPN,381,Italy,ITA,7,Edible vegetables and certain roots and tubers,8953950
2014,2,export,392,Japan,JPN,381,Italy,ITA,7,Edible vegetables and certain roots and tubers,30227
2014,2,export,392,Japan,JPN,400,Jordan,JOR,7,Edible vegetables and certain roots and tubers,3909
2014,1,import,392,Japan,JPN,410,Rep. of Korea,KOR,7,Edible vegetables and certain roots and tubers,104184432
2014,2,export,392,Japan,JPN,410,Rep. of Korea,KOR,7,Edible vegetables and certain roots and tubers,60690
2014,2,export,392,Japan,JPN,414,Kuwait,KWT,7,Edible vegetables and certain roots and tubers,15335
2014,1,import,392,Japan,JPN,418,Lao People's Dem. Rep.,LAO,7,Edible vegetables and certain roots and tubers,417536
2014,2,export,392,Japan,JPN,422,Lebanon,LBN,7,Edible vegetables and certain roots and tubers,7394
2014,2,export,392,Japan,JPN,428,Latvia,LVA,7,Edible vegetables and certain roots and tubers,2616
2014,1,import,392,Japan,JPN,440,Lithuania,LTU,7,Edible vegetables and certain roots and tubers,11165
2014,1,import,392,Japan,JPN,458,Malaysia,MYS,7,Edible vegetables and certain roots and tubers,403279
2014,2,export,392,Japan,JPN,458,Malaysia,MYS,7,Edible vegetables and certain roots and tubers,997662
2014,1,import,392,Japan,JPN,484,Mexico,MEX,7,Edible vegetables and certain roots and tubers,86607309
2014,1,import,392,Japan,JPN,490,"Other Asia, nes",,7,Edible vegetables and certain roots and tubers,86252624
2014,2,export,392,Japan,JPN,490,"Other Asia, nes",,7,Edible vegetables and certain roots and tubers,17943740
2014,1,import,392,Japan,JPN,504,Morocco,MAR,7,Edible vegetables and certain roots and tubers,357739
2014,1,import,392,Japan,JPN,512,Oman,OMN,7,Edible vegetables and certain roots and tubers,3949456
2014,1,import,392,Japan,JPN,528,Netherlands,NLD,7,Edible vegetables and certain roots and tubers,30820409
2014,2,export,392,Japan,JPN,528,Netherlands,NLD,7,Edible vegetables and certain roots and tubers,30992
2014,1,import,392,Japan,JPN,540,New Caledonia,NCL,7,Edible vegetables and certain roots and tubers,1323465
2014,1,import,392,Japan,JPN,554,New Zealand,NZL,7,Edible vegetables and certain roots and tubers,98320948
2014,1,import,392,Japan,JPN,586,Pakistan,PAK,7,Edible vegetables and certain roots and tubers,209888
2014,1,import,392,Japan,JPN,604,Peru,PER,7,Edible vegetables and certain roots and tubers,23197459
2014,1,import,392,Japan,JPN,608,Philippines,PHL,7,Edible vegetables and certain roots and tubers,16271204
2014,2,export,392,Japan,JPN,608,Philippines,PHL,7,Edible vegetables and certain roots and tubers,16657
2014,1,import,392,Japan,JPN,616,Poland,POL,7,Edible vegetables and certain roots and tubers,276492
2014,1,import,392,Japan,JPN,620,Portugal,PRT,7,Edible vegetables and certain roots and tubers,1622042
2014,2,export,392,Japan,JPN,620,Portugal,PRT,7,Edible vegetables and certain roots and tubers,24939
2014,2,export,392,Japan,JPN,634,Qatar,QAT,7,Edible vegetables and certain roots and tubers,14920
2014,1,import,392,Japan,JPN,642,Romania,ROU,7,Edible vegetables and certain roots and tubers,433107
2014,1,import,392,Japan,JPN,643,Russian Federation,RUS,7,Edible vegetables and certain roots and tubers,1143083
2014,2,export,392,Japan,JPN,643,Russian Federation,RUS,7,Edible vegetables and certain roots and tubers,84930
2014,2,export,392,Japan,JPN,682,Saudi Arabia,SAU,7,Edible vegetables and certain roots and tubers,34146
2014,1,import,392,Japan,JPN,699,India,IND,7,Edible vegetables and certain roots and tubers,1634663
2014,2,export,392,Japan,JPN,702,Singapore,SGP,7,Edible vegetables and certain roots and tubers,4340834
2014,1,import,392,Japan,JPN,704,Viet Nam,VNM,7,Edible vegetables and certain roots and tubers,25484930
2014,2,export,392,Japan,JPN,704,Viet Nam,VNM,7,Edible vegetables and certain roots and tubers,613200
2014,2,export,392,Japan,JPN,710,South Africa,ZAF,7,Edible vegetables and certain roots and tubers,66516
2014,1,import,392,Japan,JPN,724,Spain,ESP,7,Edible vegetables and certain roots and tubers,3161068
2014,2,export,392,Japan,JPN,724,Spain,ESP,7,Edible vegetables and certain roots and tubers,36327
2014,1,import,392,Japan,JPN,752,Sweden,SWE,7,Edible vegetables and certain roots and tubers,34384
2014,2,export,392,Japan,JPN,752,Sweden,SWE,7,Edible vegetables and certain roots and tubers,3220
2014,2,export,392,Japan,JPN,757,Switzerland,CHE,7,Edible vegetables and certain roots and tubers,27942
2014,1,import,392,Japan,JPN,764,Thailand,THA,7,Edible vegetables and certain roots and tubers,101234850
2014,2,export,392,Japan,JPN,764,Thailand,THA,7,Edible vegetables and certain roots and tubers,608781
2014,1,import,392,Japan,JPN,776,Tonga,TON,7,Edible vegetables and certain roots and tubers,647400
2014,1,import,392,Japan,JPN,784,United Arab Emirates,ARE,7,Edible vegetables and certain roots and tubers,88527
2014,2,export,392,Japan,JPN,784,United Arab Emirates,ARE,7,Edible vegetables and certain roots and tubers,51039
2014,1,import,392,Japan,JPN,792,Turkey,TUR,7,Edible vegetables and certain roots and tubers,3483222
2014,1,import,392,Japan,JPN,804,Ukraine,UKR,7,Edible vegetables and certain roots and tubers,20856
2014,1,import,392,Japan,JPN,807,TFYR of Macedonia,MKD,7,Edible vegetables and certain roots and tubers,53793
2014,1,import,392,Japan,JPN,818,Egypt,EGY,7,Edible vegetables and certain roots and tubers,3052035
2014,1,import,392,Japan,JPN,826,United Kingdom,GBR,7,Edible vegetables and certain roots and tubers,3476973
2014,2,export,392,Japan,JPN,826,United Kingdom,GBR,7,Edible vegetables and certain roots and tubers,21700
2014,1,import,392,Japan,JPN,842,USA,USA,7,Edible vegetables and certain roots and tubers,256790890
2014,2,export,392,Japan,JPN,842,USA,USA,7,Edible vegetables and certain roots and tubers,8759478
2014,1,import,643,Russian Federation,RUS,4,Afghanistan,AFG,7,Edible vegetables and certain roots and tubers,66444
2014,1,import,643,Russian Federation,RUS,8,Albania,ALB,7,Edible vegetables and certain roots and tubers,1246013
2014,2,export,643,Russian Federation,RUS,8,Albania,ALB,7,Edible vegetables and certain roots and tubers,21120
2014,1,import,643,Russian Federation,RUS,12,Algeria,DZA,7,Edible vegetables and certain roots and tubers,374253
2014,1,import,643,Russian Federation,RUS,31,Azerbaijan,AZE,7,Edible vegetables and certain roots and tubers,104953059
2014,2,export,643,Russian Federation,RUS,31,Azerbaijan,AZE,7,Edible vegetables and certain roots and tubers,7129454
2014,1,import,643,Russian Federation,RUS,32,Argentina,ARG,7,Edible vegetables and certain roots and tubers,6635432
2014,1,import,643,Russian Federation,RUS,36,Australia,AUS,7,Edible vegetables and certain roots and tubers,190202
2014,2,export,643,Russian Federation,RUS,36,Australia,AUS,7,Edible vegetables and certain roots and tubers,30
2014,1,import,643,Russian Federation,RUS,40,Austria,AUT,7,Edible vegetables and certain roots and tubers,771208
2014,2,export,643,Russian Federation,RUS,40,Austria,AUT,7,Edible vegetables and certain roots and tubers,12606708
2014,1,import,643,Russian Federation,RUS,50,Bangladesh,BGD,7,Edible vegetables and certain roots and tubers,11060876
2014,1,import,643,Russian Federation,RUS,51,Armenia,ARM,7,Edible vegetables and certain roots and tubers,5822086
2014,2,export,643,Russian Federation,RUS,51,Armenia,ARM,7,Edible vegetables and certain roots and tubers,1080352
2014,1,import,643,Russian Federation,RUS,56,Belgium,BEL,7,Edible vegetables and certain roots and tubers,30577818
2014,2,export,643,Russian Federation,RUS,56,Belgium,BEL,7,Edible vegetables and certain roots and tubers,1293320
2014,1,import,643,Russian Federation,RUS,70,Bosnia Herzegovina,BIH,7,Edible vegetables and certain roots and tubers,277172
2014,1,import,643,Russian Federation,RUS,76,Brazil,BRA,7,Edible vegetables and certain roots and tubers,25842
2014,1,import,643,Russian Federation,RUS,100,Bulgaria,BGR,7,Edible vegetables and certain roots and tubers,52917
2014,2,export,643,Russian Federation,RUS,100,Bulgaria,BGR,7,Edible vegetables and certain roots and tubers,129563
2014,1,import,643,Russian Federation,RUS,104,Myanmar,MMR,7,Edible vegetables and certain roots and tubers,2131856
2014,1,import,643,Russian Federation,RUS,112,Belarus,BLR,7,Edible vegetables and certain roots and tubers,151437701
2014,2,export,643,Russian Federation,RUS,112,Belarus,BLR,7,Edible vegetables and certain roots and tubers,3057631
2014,1,import,643,Russian Federation,RUS,124,Canada,CAN,7,Edible vegetables and certain roots and tubers,4404758
2014,2,export,643,Russian Federation,RUS,124,Canada,CAN,7,Edible vegetables and certain roots and tubers,11922
2014,1,import,643,Russian Federation,RUS,152,Chile,CHL,7,Edible vegetables and certain roots and tubers,810902
2014,1,import,643,Russian Federation,RUS,156,China,CHN,7,Edible vegetables and certain roots and tubers,466598062
2014,2,export,643,Russian Federation,RUS,156,China,CHN,7,Edible vegetables and certain roots and tubers,405957
2014,1,import,643,Russian Federation,RUS,170,Colombia,COL,7,Edible vegetables and certain roots and tubers,12987
2014,1,import,643,Russian Federation,RUS,188,Costa Rica,CRI,7,Edible vegetables and certain roots and tubers,85749
2014,1,import,643,Russian Federation,RUS,191,Croatia,HRV,7,Edible vegetables and certain roots and tubers,68164
2014,1,import,643,Russian Federation,RUS,196,Cyprus,CYP,7,Edible vegetables and certain roots and tubers,828521
2014,2,export,643,Russian Federation,RUS,196,Cyprus,CYP,7,Edible vegetables and certain roots and tubers,86088
2014,1,import,643,Russian Federation,RUS,203,Czechia,CZE,7,Edible vegetables and certain roots and tubers,209725
2014,1,import,643,Russian Federation,RUS,208,Denmark,DNK,7,Edible vegetables and certain roots and tubers,76196
2014,2,export,643,Russian Federation,RUS,208,Denmark,DNK,7,Edible vegetables and certain roots and tubers,98648
2014,1,import,643,Russian Federation,RUS,214,Dominican Rep.,DOM,7,Edible vegetables and certain roots and tubers,43
2014,1,import,643,Russian Federation,RUS,218,Ecuador,ECU,7,Edible vegetables and certain roots and tubers,940550
2014,1,import,643,Russian Federation,RUS,231,Ethiopia,ETH,7,Edible vegetables and certain roots and tubers,16098501
2014,1,import,643,Russian Federation,RUS,233,Estonia,EST,7,Edible vegetables and certain roots and tubers,27801
2014,2,export,643,Russian Federation,RUS,233,Estonia,EST,7,Edible vegetables and certain roots and tubers,5308
2014,1,import,643,Russian Federation,RUS,246,Finland,FIN,7,Edible vegetables and certain roots and tubers,2736742
2014,2,export,643,Russian Federation,RUS,246,Finland,FIN,7,Edible vegetables and certain roots and tubers,33873
2014,1,import,643,Russian Federation,RUS,251,France,FRA,7,Edible vegetables and certain roots and tubers,20104019
2014,2,export,643,Russian Federation,RUS,251,France,FRA,7,Edible vegetables and certain roots and tubers,426462
2014,1,import,643,Russian Federation,RUS,268,Georgia,GEO,7,Edible vegetables and certain roots and tubers,188570
2014,2,export,643,Russian Federation,RUS,268,Georgia,GEO,7,Edible vegetables and certain roots and tubers,407608
2014,1,import,643,Russian Federation,RUS,275,State of Palestine,PSE,7,Edible vegetables and certain roots and tubers,159006
2014,2,export,643,Russian Federation,RUS,275,State of Palestine,PSE,7,Edible vegetables and certain roots and tubers,33513
2014,1,import,643,Russian Federation,RUS,276,Germany,DEU,7,Edible vegetables and certain roots and tubers,16621873
2014,2,export,643,Russian Federation,RUS,276,Germany,DEU,7,Edible vegetables and certain roots and tubers,2941748
2014,1,import,643,Russian Federation,RUS,288,Ghana,GHA,7,Edible vegetables and certain roots and tubers,558
2014,1,import,643,Russian Federation,RUS,300,Greece,GRC,7,Edible vegetables and certain roots and tubers,5215540
2014,2,export,643,Russian Federation,RUS,300,Greece,GRC,7,Edible vegetables and certain roots and tubers,4149
2014,1,import,643,Russian Federation,RUS,320,Guatemala,GTM,7,Edible vegetables and certain roots and tubers,274865
2014,1,import,643,Russian Federation,RUS,340,Honduras,HND,7,Edible vegetables and certain roots and tubers,316330
2014,1,import,643,Russian Federation,RUS,344,"China, Hong Kong SAR",HKG,7,Edible vegetables and certain roots and tubers,198583
2014,1,import,643,Russian Federation,RUS,348,Hungary,HUN,7,Edible vegetables and certain roots and tubers,8487682
2014,2,export,643,Russian Federation,RUS,348,Hungary,HUN,7,Edible vegetables and certain roots and tubers,72401
2014,1,import,643,Russian Federation,RUS,360,Indonesia,IDN,7,Edible vegetables and certain roots and tubers,546074
2014,1,import,643,Russian Federation,RUS,364,Iran,IRN,7,Edible vegetables and certain roots and tubers,117413573
2014,1,import,643,Russian Federation,RUS,376,Israel,ISR,7,Edible vegetables and certain roots and tubers,277178672
2014,2,export,643,Russian Federation,RUS,376,Israel,ISR,7,Edible vegetables and certain roots and tubers,1155023
2014,1,import,643,Russian Federation,RUS,381,Italy,ITA,7,Edible vegetables and certain roots and tubers,21578052
2014,2,export,643,Russian Federation,RUS,381,Italy,ITA,7,Edible vegetables and certain roots and tubers,22109303
2014,1,import,643,Russian Federation,RUS,392,Japan,JPN,7,Edible vegetables and certain roots and tubers,183836
2014,2,export,643,Russian Federation,RUS,392,Japan,JPN,7,Edible vegetables and certain roots and tubers,1012204
2014,1,import,643,Russian Federation,RUS,398,Kazakhstan,KAZ,7,Edible vegetables and certain roots and tubers,6094350
2014,2,export,643,Russian Federation,RUS,398,Kazakhstan,KAZ,7,Edible vegetables and certain roots and tubers,5100192
2014,1,import,643,Russian Federation,RUS,400,Jordan,JOR,7,Edible vegetables and certain roots and tubers,650387
2014,2,export,643,Russian Federation,RUS,400,Jordan,JOR,7,Edible vegetables and certain roots and tubers,3094647
2014,1,import,643,Russian Federation,RUS,404,Kenya,KEN,7,Edible vegetables and certain roots and tubers,273267
2014,1,import,643,Russian Federation,RUS,408,Dem. People's Rep. of Korea,PRK,7,Edible vegetables and certain roots and tubers,4566
2014,1,import,643,Russian Federation,RUS,410,Rep. of Korea,KOR,7,Edible vegetables and certain roots and tubers,453983
2014,2,export,643,Russian Federation,RUS,410,Rep. of Korea,KOR,7,Edible vegetables and certain roots and tubers,189817
2014,1,import,643,Russian Federation,RUS,417,Kyrgyzstan,KGZ,7,Edible vegetables and certain roots and tubers,4054827
2014,2,export,643,Russian Federation,RUS,417,Kyrgyzstan,KGZ,7,Edible vegetables and certain roots and tubers,316831
2014,1,import,643,Russian Federation,RUS,422,Lebanon,LBN,7,Edible vegetables and certain roots and tubers,3098470
2014,2,export,643,Russian Federation,RUS,422,Lebanon,LBN,7,Edible vegetables and certain roots and tubers,829905
2014,2,export,643,Russian Federation,RUS,426,Lesotho,LSO,7,Edible vegetables and certain roots and tubers,113306
2014,2,export,643,Russian Federation,RUS,428,Latvia,LVA,7,Edible vegetables and certain roots and tubers,1376147
2014,2,export,643,Russian Federation,RUS,430,Liberia,LBR,7,Edible vegetables and certain roots and tubers,1020
2014,1,import,643,Russian Federation,RUS,434,Libya,LBY,7,Edible vegetables and certain roots and tubers,836884
